Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,79790,-,-,-,33.65,-117.7,-8,146,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2015,1,1,0,0,6,0,0,0,0,-4,0,0,0,0,48.65,169.28,0.14300000000000002,1000,0.497,257.7,1.1
2015,1,1,0,30,6,0,0,0,4,-4,0,0,0,0,48.660000000000004,166.77,0.14300000000000002,1000,0.488,257.7,1.1
2015,1,1,1,0,6,0,0,0,1,-4,0,0,0,0,49.58,162.07,0.14300000000000002,1000,0.47900000000000004,257.3,1.1
2015,1,1,1,30,5,0,0,0,1,-4,0,0,0,0,53.17,156.46,0.14300000000000002,1000,0.47000000000000003,257.3,1
2015,1,1,2,0,5,0,0,0,1,-4,0,0,0,0,53.83,150.48,0.14300000000000002,1000,0.462,253.20000000000002,1
2015,1,1,2,30,5,0,0,0,0,-4,0,0,0,0,53.83,144.33,0.14300000000000002,1000,0.457,253.20000000000002,0.9
2015,1,1,3,0,5,0,0,0,1,-4,0,0,0,0,54.04,138.11,0.14300000000000002,1000,0.452,250.60000000000002,0.9
2015,1,1,3,30,5,0,0,0,1,-4,0,0,0,0,54.050000000000004,131.87,0.14300000000000002,1000,0.451,250.60000000000002,0.8
2015,1,1,4,0,5,0,0,0,1,-4,0,0,0,0,53.93,125.65,0.14300000000000002,1000,0.45,255.8,0.8
2015,1,1,4,30,5,0,0,0,4,-4,0,0,0,0,53.95,119.46000000000001,0.14300000000000002,1000,0.449,255.8,0.6000000000000001
2015,1,1,5,0,5,0,0,0,1,-4,0,0,0,0,53.29,113.34,0.14300000000000002,1000,0.448,258.8,0.5
2015,1,1,5,30,5,0,0,0,3,-4,0,0,0,0,53.31,107.3,0.14300000000000002,1000,0.447,258.8,0.4
2015,1,1,6,0,5,0,0,0,3,-4,0,0,0,0,52.17,101.38,0.14300000000000002,1000,0.447,238.9,0.30000000000000004
2015,1,1,6,30,5,0,0,0,4,-4,0,0,0,0,52.19,95.59,0.14300000000000002,1000,0.449,238.9,0.2
2015,1,1,7,0,6,0,0,0,4,-4,0,0,0,0,51.71,89.98,0.14300000000000002,1000,0.452,126.80000000000001,0.2
2015,1,1,7,30,7,28,458,71,0,-4,28,458,0,71,48.26,84.58,0.14300000000000002,1000,0.459,126.80000000000001,0.5
2015,1,1,8,0,8,43,645,161,0,-3,43,645,0,161,48.27,79.44,0.14300000000000002,1000,0.467,93.5,0.9
2015,1,1,8,30,9,53,754,253,0,-3,53,754,0,253,45.1,74.63,0.14300000000000002,1000,0.47900000000000004,93.5,0.8
2015,1,1,9,0,10,61,823,340,0,-4,61,823,0,340,37.85,70.2,0.14300000000000002,1000,0.491,84.80000000000001,0.7000000000000001
2015,1,1,9,30,11,66,871,417,0,-4,66,871,0,417,35.39,66.23,0.14300000000000002,1000,0.503,84.80000000000001,0.5
2015,1,1,10,0,12,72,899,482,0,-5,72,899,0,482,29.86,62.83,0.14300000000000002,1000,0.516,15.8,0.30000000000000004
2015,1,1,10,30,12,75,921,534,0,-5,75,921,0,534,29.85,60.08,0.14300000000000002,1000,0.526,15.8,0.4
2015,1,1,11,0,13,77,933,571,0,-6,77,933,0,571,26.88,58.08,0.14300000000000002,1000,0.536,316.5,0.6000000000000001
2015,1,1,11,30,13,79,941,593,0,-6,79,941,0,593,26.87,56.92,0.14300000000000002,1000,0.54,316.5,0.7000000000000001
2015,1,1,12,0,13,79,943,598,0,-6,79,943,1,598,26.63,56.64,0.14300000000000002,1000,0.545,298.5,0.8
2015,1,1,12,30,13,79,938,587,0,-6,79,938,0,587,26.62,57.25,0.14300000000000002,1000,0.546,298.5,0.9
2015,1,1,13,0,14,78,925,559,0,-6,78,925,0,559,27.25,58.730000000000004,0.14300000000000002,1000,0.547,280.40000000000003,1.1
2015,1,1,13,30,13,76,907,515,0,-6,76,907,0,515,27.25,61.01,0.14300000000000002,1000,0.55,280.40000000000003,1.2000000000000002
2015,1,1,14,0,13,72,879,458,0,-5,72,879,0,458,28.900000000000002,64.02,0.14300000000000002,1000,0.553,275.2,1.4000000000000001
2015,1,1,14,30,13,68,839,387,0,-5,68,839,0,387,30.88,67.64,0.14300000000000002,1000,0.561,275.2,1.4000000000000001
2015,1,1,15,0,13,61,780,305,0,-3,61,780,0,305,37.01,71.78,0.14300000000000002,1000,0.5690000000000001,268.3,1.5
2015,1,1,15,30,11,53,694,216,0,-3,53,694,0,216,39.56,76.37,0.14300000000000002,1000,0.58,268.3,1.5
2015,1,1,16,0,10,40,555,124,0,0,40,555,0,124,51.34,81.31,0.14300000000000002,1000,0.591,262.1,1.6
2015,1,1,16,30,9,21,314,40,0,0,21,314,0,40,54.94,86.55,0.14300000000000002,1000,0.602,262.1,1.6
2015,1,1,17,0,9,0,0,0,0,-1,0,0,0,0,52.980000000000004,92.03,0.14300000000000002,1000,0.614,270.3,1.6
2015,1,1,17,30,9,0,0,0,0,-1,0,0,0,0,52.99,97.71000000000001,0.14300000000000002,1000,0.624,270.3,1.4000000000000001
2015,1,1,18,0,9,0,0,0,0,-1,0,0,0,0,52.89,103.55,0.14300000000000002,1000,0.634,287.8,1.2000000000000002
2015,1,1,18,30,8,0,0,0,0,-1,0,0,0,0,56.620000000000005,109.52,0.14300000000000002,1000,0.637,287.8,1
2015,1,1,19,0,8,0,0,0,0,-1,0,0,0,0,56.17,115.59,0.14300000000000002,1000,0.64,313.70000000000005,0.8
2015,1,1,19,30,8,0,0,0,0,-1,0,0,0,0,56.17,121.74000000000001,0.14300000000000002,1000,0.635,313.70000000000005,0.7000000000000001
2015,1,1,20,0,8,0,0,0,0,-1,0,0,0,0,54.99,127.95,0.14300000000000002,1000,0.63,337.8,0.6000000000000001
2015,1,1,20,30,7,0,0,0,1,-1,0,0,0,0,58.9,134.18,0.14300000000000002,1000,0.623,337.8,0.4
2015,1,1,21,0,7,0,0,0,1,-1,0,0,0,0,56.78,140.42000000000002,0.14300000000000002,1000,0.617,15.9,0.30000000000000004
2015,1,1,21,30,7,0,0,0,0,-1,0,0,0,0,56.79,146.61,0.14300000000000002,1000,0.616,15.9,0.30000000000000004
2015,1,1,22,0,7,0,0,0,0,-2,0,0,0,0,55.33,152.71,0.14300000000000002,1000,0.615,60.2,0.30000000000000004
2015,1,1,22,30,7,0,0,0,0,-2,0,0,0,0,55.33,158.57,0.14300000000000002,1000,0.614,60.2,0.30000000000000004
2015,1,1,23,0,7,0,0,0,0,-2,0,0,0,0,54.15,163.92000000000002,0.14300000000000002,1000,0.614,87.10000000000001,0.4
2015,1,1,23,30,7,0,0,0,0,-2,0,0,0,0,54.14,167.99,0.14300000000000002,1000,0.61,87.10000000000001,0.4
2015,1,2,0,0,7,0,0,0,0,-2,0,0,0,0,53.07,169.21,0.14300000000000002,1000,0.606,99.10000000000001,0.5
2015,1,2,0,30,6,0,0,0,0,-2,0,0,0,0,56.870000000000005,166.76,0.14300000000000002,1000,0.602,99.10000000000001,0.5
2015,1,2,1,0,6,0,0,0,1,-2,0,0,0,0,56.47,162.09,0.14300000000000002,1000,0.598,108.2,0.6000000000000001
2015,1,2,1,30,6,0,0,0,1,-2,0,0,0,0,56.46,156.51,0.14300000000000002,1000,0.6,108.2,0.5
2015,1,2,2,0,7,0,0,0,0,-2,0,0,0,0,57.43,150.54,0.14300000000000002,1000,0.602,119.2,0.4
2015,1,2,2,30,7,0,0,0,0,-2,0,0,0,0,57.43,144.39000000000001,0.14300000000000002,1000,0.61,119.2,0.30000000000000004
2015,1,2,3,0,7,0,0,0,0,-2,0,0,0,0,55.4,138.18,0.14300000000000002,1000,0.618,166.3,0.2
2015,1,2,3,30,7,0,0,0,1,-2,0,0,0,0,55.4,131.93,0.14300000000000002,1000,0.629,166.3,0.2
2015,1,2,4,0,7,0,0,0,1,-1,0,0,0,0,57.63,125.71000000000001,0.14300000000000002,1000,0.641,232.10000000000002,0.30000000000000004
2015,1,2,4,30,7,0,0,0,1,-1,0,0,0,0,57.64,119.52,0.14300000000000002,1000,0.655,232.10000000000002,0.4
2015,1,2,5,0,7,0,0,0,1,-1,0,0,0,0,59.38,113.39,0.14300000000000002,1000,0.669,239.9,0.6000000000000001
2015,1,2,5,30,7,0,0,0,1,-1,0,0,0,0,59.39,107.35000000000001,0.14300000000000002,1000,0.683,239.9,0.6000000000000001
2015,1,2,6,0,7,0,0,0,1,0,0,0,0,0,60.910000000000004,101.42,0.14300000000000002,1000,0.6980000000000001,239,0.7000000000000001
2015,1,2,6,30,7,0,0,0,1,0,0,0,0,0,60.92,95.63,0.14300000000000002,1000,0.71,239,0.7000000000000001
2015,1,2,7,0,7,0,0,0,1,0,0,0,0,0,64.39,90.01,0.14300000000000002,1000,0.723,234.5,0.7000000000000001
2015,1,2,7,30,8,29,400,67,0,0,29,400,0,67,60.14,84.61,0.14300000000000002,1000,0.733,234.5,0.7000000000000001
2015,1,2,8,0,10,46,587,154,0,0,46,587,0,154,60.53,79.46000000000001,0.14300000000000002,1000,0.743,225.20000000000002,0.7000000000000001
2015,1,2,8,30,11,58,702,244,0,0,58,702,0,244,56.59,74.63,0.14300000000000002,1000,0.752,225.20000000000002,1
2015,1,2,9,0,12,67,773,329,0,0,67,773,0,329,52.43,70.19,0.14300000000000002,1000,0.761,249.5,1.4000000000000001
2015,1,2,9,30,12,73,825,406,0,0,73,825,0,406,49.04,66.22,0.14300000000000002,1000,0.765,249.5,1.6
2015,1,2,10,0,13,77,866,472,0,0,77,866,0,472,45.980000000000004,62.800000000000004,0.14300000000000002,1000,0.77,257.8,1.8
2015,1,2,10,30,13,80,890,525,0,0,80,890,0,525,45.95,60.04,0.14300000000000002,1000,0.769,257.8,1.9000000000000001
2015,1,2,11,0,14,83,904,562,0,0,83,904,0,562,42.54,58.02,0.14300000000000002,1000,0.769,256.5,2
2015,1,2,11,30,14,84,913,583,0,0,84,913,0,583,42.52,56.84,0.14300000000000002,1000,0.767,256.5,2.1
2015,1,2,12,0,15,85,913,589,0,0,85,913,0,589,39.88,56.54,0.14300000000000002,1000,0.766,250.20000000000002,2.2
2015,1,2,12,30,15,84,909,578,0,0,84,909,0,578,39.86,57.14,0.14300000000000002,1000,0.767,250.20000000000002,2.3000000000000003
2015,1,2,13,0,15,76,920,555,0,0,76,920,0,555,40.75,58.61,0.14300000000000002,1000,0.769,243.10000000000002,2.5
2015,1,2,13,30,15,73,902,512,0,0,73,902,0,512,43.480000000000004,60.89,0.14300000000000002,1000,0.776,243.10000000000002,2.6
2015,1,2,14,0,15,71,872,455,0,1,71,872,0,455,45.1,63.89,0.14300000000000002,1000,0.784,237.20000000000002,2.7
2015,1,2,14,30,14,66,832,385,0,1,66,832,0,385,48.15,67.5,0.14300000000000002,1000,0.798,237.20000000000002,2.8000000000000003
2015,1,2,15,0,13,61,770,303,0,2,61,770,0,303,53.54,71.65,0.14300000000000002,1000,0.812,234.8,2.9000000000000004
2015,1,2,15,30,12,52,685,215,0,2,52,685,0,215,57.2,76.23,0.14300000000000002,1000,0.8310000000000001,234.8,2.5
2015,1,2,16,0,11,40,545,124,0,4,40,545,0,124,68.77,81.17,0.14300000000000002,1000,0.851,237.5,2.3000000000000003
2015,1,2,16,30,10,21,314,41,0,4,21,314,0,41,73.56,86.41,0.14300000000000002,1000,0.872,237.5,2.2
2015,1,2,17,0,9,0,0,0,0,4,0,0,0,0,80.7,91.89,0.14300000000000002,1000,0.894,245.4,2.1
2015,1,2,17,30,9,0,0,0,0,4,0,0,1,0,86.41,97.57000000000001,0.14300000000000002,1000,0.91,245.4,1.9000000000000001
2015,1,2,18,0,9,0,0,0,0,5,0,0,0,0,88.32000000000001,103.42,0.14300000000000002,1000,0.926,256.6,1.8
2015,1,2,18,30,9,0,0,0,0,5,0,0,0,0,88.33,109.39,0.14300000000000002,1000,0.9410000000000001,256.6,1.5
2015,1,2,19,0,9,0,0,0,0,5,0,0,0,0,82.48,115.46000000000001,0.14300000000000002,1000,0.9570000000000001,272.40000000000003,1.3
2015,1,2,19,30,9,0,0,0,0,5,0,0,0,0,82.49,121.61,0.14300000000000002,1000,0.97,272.40000000000003,1.1
2015,1,2,20,0,9,0,0,0,0,5,0,0,0,0,81.53,127.81,0.14300000000000002,1000,0.983,298.3,0.9
2015,1,2,20,30,9,0,0,0,0,5,0,0,0,0,81.54,134.04,0.14300000000000002,1000,0.991,298.3,0.7000000000000001
2015,1,2,21,0,9,0,0,0,0,4,0,0,0,0,80.5,140.28,0.14300000000000002,1000,0.999,344.20000000000005,0.5
2015,1,2,21,30,9,0,0,0,0,4,0,0,0,0,80.51,146.48,0.14300000000000002,1000,1.006,344.20000000000005,0.4
2015,1,2,22,0,9,0,0,0,0,4,0,0,0,0,79.53,152.57,0.14300000000000002,1000,1.016,43.800000000000004,0.30000000000000004
2015,1,2,22,30,9,0,0,0,0,4,0,0,0,0,85.16,158.43,0.14300000000000002,1000,1.025,43.800000000000004,0.30000000000000004
2015,1,2,23,0,9,0,0,0,0,4,0,0,0,0,84.28,163.78,0.14300000000000002,1000,1.034,65.4,0.30000000000000004
2015,1,2,23,30,8,0,0,0,1,4,0,0,0,0,84.29,167.86,0.14300000000000002,1000,1.039,65.4,0.4
2015,1,3,0,0,8,0,0,0,1,4,0,0,0,0,83.53,169.13,0.14300000000000002,1000,1.044,68.60000000000001,0.5
2015,1,3,0,30,8,0,0,0,1,4,0,0,0,0,83.53,166.74,0.14300000000000002,1000,1.043,68.60000000000001,0.5
2015,1,3,1,0,8,0,0,0,1,4,0,0,0,0,82.97,162.11,0.14300000000000002,1000,1.042,81.7,0.6000000000000001
2015,1,3,1,30,8,0,0,0,0,4,0,0,0,0,82.96000000000001,156.55,0.14300000000000002,1000,1.038,81.7,0.7000000000000001
2015,1,3,2,0,8,0,0,0,1,4,0,0,0,0,82.37,150.59,0.14300000000000002,1000,1.034,89.7,0.8
2015,1,3,2,30,8,0,0,0,1,4,0,0,0,0,88.21000000000001,144.45000000000002,0.14300000000000002,1000,1.035,89.7,0.8
2015,1,3,3,0,8,0,0,0,1,4,0,0,0,0,87.03,138.23,0.14300000000000002,1000,1.036,83.2,0.9
2015,1,3,3,30,7,0,0,0,0,4,0,0,0,0,87.04,131.99,0.14300000000000002,1000,1.039,83.2,0.9
2015,1,3,4,0,7,0,0,0,1,3,0,0,0,0,85.41,125.76,0.14300000000000002,1000,1.042,66.10000000000001,0.9
2015,1,3,4,30,7,0,0,0,1,3,0,0,0,0,85.43,119.57000000000001,0.14300000000000002,1000,1.04,66.10000000000001,1
2015,1,3,5,0,7,0,0,0,1,3,0,0,0,0,83.73,113.44,0.14300000000000002,1000,1.038,65.8,1.2000000000000002
2015,1,3,5,30,7,0,0,0,1,3,0,0,0,0,89.75,107.4,0.14300000000000002,1000,1.031,65.8,1.2000000000000002
2015,1,3,6,0,7,0,0,0,1,3,0,0,0,0,86.96000000000001,101.46000000000001,0.14300000000000002,1000,1.024,78,1.4000000000000001
2015,1,3,6,30,7,0,0,0,3,3,0,0,0,0,86.98,95.67,0.14300000000000002,1000,1.016,78,1.3
2015,1,3,7,0,7,0,0,0,1,2,0,0,0,0,79.68,90.04,0.14300000000000002,1000,1.01,88.9,1.3
2015,1,3,7,30,8,29,395,66,0,2,29,395,0,66,74.42,84.63,0.14300000000000002,1000,1.006,88.9,1.4000000000000001
2015,1,3,8,0,10,45,585,152,0,2,45,585,0,152,64.26,79.47,0.14300000000000002,1000,1.004,97.7,1.5
2015,1,3,8,30,11,56,699,242,0,2,56,699,0,242,60.11,74.64,0.14300000000000002,1000,1.006,97.7,1.1
2015,1,3,9,0,12,65,772,327,0,2,65,772,0,327,55.120000000000005,70.18,0.14300000000000002,1000,1.01,130.1,0.7000000000000001
2015,1,3,9,30,13,71,822,403,0,2,71,822,0,403,55.120000000000005,66.19,0.14300000000000002,1000,1.016,130.1,0.8
2015,1,3,10,0,14,73,866,470,0,2,73,866,0,470,50.800000000000004,62.76,0.14300000000000002,1000,1.022,216.20000000000002,0.9
2015,1,3,10,30,14,76,890,522,0,2,76,890,0,522,47.57,59.980000000000004,0.14300000000000002,1000,1.029,216.20000000000002,1.2000000000000002
2015,1,3,11,0,15,80,902,558,0,2,80,902,0,558,44.980000000000004,57.96,0.14300000000000002,1000,1.036,233,1.6
2015,1,3,11,30,15,81,910,580,0,2,81,910,0,580,44.96,56.76,0.14300000000000002,1000,1.043,233,1.8
2015,1,3,12,0,15,82,909,585,0,2,82,909,0,585,45.660000000000004,56.45,0.14300000000000002,1000,1.05,234.3,2
2015,1,3,12,30,15,82,904,574,0,2,82,904,0,574,45.65,57.03,0.14300000000000002,1000,1.059,234.3,2.1
2015,1,3,13,0,15,82,888,546,0,2,82,888,0,546,46.46,58.49,0.14300000000000002,1000,1.069,235.5,2.2
2015,1,3,13,30,15,80,869,504,0,2,80,869,0,504,46.46,60.76,0.14300000000000002,1000,1.08,235.5,2.2
2015,1,3,14,0,15,76,839,448,0,2,76,839,0,448,47.300000000000004,63.75,0.14300000000000002,1000,1.091,239.20000000000002,2.3000000000000003
2015,1,3,14,30,15,71,799,379,0,2,71,799,0,379,50.480000000000004,67.36,0.14300000000000002,1000,1.103,239.20000000000002,2.2
2015,1,3,15,0,15,64,739,299,0,3,64,739,0,299,53.26,71.5,0.14300000000000002,1000,1.116,247.60000000000002,2.2
2015,1,3,15,30,13,55,654,212,0,3,55,654,0,212,56.88,76.08,0.14300000000000002,1000,1.1260000000000001,247.60000000000002,1.9000000000000001
2015,1,3,16,0,12,42,519,123,0,5,42,519,0,123,67.02,81.03,0.14300000000000002,1000,1.137,262.1,1.7000000000000002
2015,1,3,16,30,11,22,296,42,0,5,22,296,0,42,71.65,86.27,0.14300000000000002,1000,1.145,262.1,1.7000000000000002
2015,1,3,17,0,11,0,0,0,0,4,0,0,0,0,69.45,91.75,0.14300000000000002,1000,1.153,278.6,1.7000000000000002
2015,1,3,17,30,11,0,0,0,0,4,0,0,0,0,69.47,97.43,0.14300000000000002,1000,1.158,278.6,1.5
2015,1,3,18,0,11,0,0,0,0,4,0,0,0,0,69.09,103.27,0.14300000000000002,1000,1.163,306.5,1.4000000000000001
2015,1,3,18,30,10,0,0,0,0,4,0,0,0,0,73.89,109.24000000000001,0.14300000000000002,1000,1.164,306.5,1.2000000000000002
2015,1,3,19,0,10,0,0,0,0,4,0,0,0,0,72.9,115.32000000000001,0.14300000000000002,1010,1.165,341.6,1.1
2015,1,3,19,30,10,0,0,0,0,4,0,0,0,0,72.91,121.47,0.14300000000000002,1010,1.163,341.6,1.1
2015,1,3,20,0,10,0,0,0,0,4,0,0,0,0,71.5,127.67,0.14300000000000002,1010,1.161,13.100000000000001,1.1
2015,1,3,20,30,10,0,0,0,0,4,0,0,0,0,76.51,133.91,0.14300000000000002,1010,1.159,13.100000000000001,1.1
2015,1,3,21,0,10,0,0,0,0,3,0,0,0,0,74.99,140.14000000000001,0.14300000000000002,1010,1.157,30.200000000000003,1.2000000000000002
2015,1,3,21,30,9,0,0,0,0,3,0,0,0,0,74.99,146.34,0.14300000000000002,1010,1.154,30.200000000000003,1.2000000000000002
2015,1,3,22,0,9,0,0,0,0,3,0,0,0,0,73.05,152.43,0.14300000000000002,1010,1.151,42.400000000000006,1.3
2015,1,3,22,30,9,0,0,0,0,3,0,0,0,0,73.05,158.29,0.14300000000000002,1010,1.1420000000000001,42.400000000000006,1.4000000000000001
2015,1,3,23,0,9,0,0,0,0,3,0,0,0,0,70.82000000000001,163.64000000000001,0.14300000000000002,1010,1.133,65.7,1.5
2015,1,3,23,30,9,0,0,0,0,3,0,0,0,0,75.81,167.73,0.14300000000000002,1010,1.121,65.7,1.5
2015,1,4,0,0,9,0,0,0,0,2,0,0,0,0,74.31,169.04,0.14300000000000002,1010,1.11,84.9,1.6
2015,1,4,0,30,9,0,0,0,0,2,0,0,0,0,74.31,166.72,0.14300000000000002,1010,1.105,84.9,1.5
2015,1,4,1,0,9,0,0,0,0,2,0,0,0,0,67.73,162.13,0.14300000000000002,1010,1.1,81,1.5
2015,1,4,1,30,9,0,0,0,0,2,0,0,0,0,67.71000000000001,156.58,0.14300000000000002,1010,1.092,81,1.4000000000000001
2015,1,4,2,0,9,0,0,0,0,2,0,0,0,0,66.15,150.63,0.14300000000000002,1010,1.084,74.9,1.4000000000000001
2015,1,4,2,30,9,0,0,0,0,2,0,0,0,0,70.8,144.5,0.14300000000000002,1010,1.076,74.9,1.4000000000000001
2015,1,4,3,0,9,0,0,0,0,1,0,0,0,0,69.92,138.28,0.14300000000000002,1010,1.069,69.60000000000001,1.5
2015,1,4,3,30,8,0,0,0,0,1,0,0,0,0,69.92,132.04,0.14300000000000002,1010,1.068,69.60000000000001,1.5
2015,1,4,4,0,8,0,0,0,0,1,0,0,0,0,69.16,125.81,0.14300000000000002,1010,1.067,62.800000000000004,1.6
2015,1,4,4,30,8,0,0,0,0,1,0,0,0,0,69.17,119.62,0.14300000000000002,1010,1.067,62.800000000000004,1.6
2015,1,4,5,0,8,0,0,0,0,1,0,0,0,0,68.19,113.49000000000001,0.14300000000000002,1010,1.067,63.2,1.6
2015,1,4,5,30,8,0,0,0,0,1,0,0,0,0,68.21000000000001,107.44,0.14300000000000002,1010,1.068,63.2,1.6
2015,1,4,6,0,9,0,0,0,0,1,0,0,0,0,67.25,101.5,0.14300000000000002,1010,1.069,69.10000000000001,1.7000000000000002
2015,1,4,6,30,9,0,0,0,0,1,0,0,0,0,62.84,95.7,0.14300000000000002,1010,1.065,69.10000000000001,1.7000000000000002
2015,1,4,7,0,10,0,0,0,0,1,0,0,0,0,60.63,90.06,0.14300000000000002,1010,1.061,76.10000000000001,1.7000000000000002
2015,1,4,7,30,11,29,397,66,0,1,29,397,0,66,56.72,84.64,0.14300000000000002,1010,1.055,76.10000000000001,1.9000000000000001
2015,1,4,8,0,13,45,586,152,0,2,45,586,0,152,52,79.48,0.14300000000000002,1010,1.05,80.80000000000001,2.1
2015,1,4,8,30,14,56,700,242,0,2,56,700,0,242,48.72,74.63,0.14300000000000002,1010,1.049,80.80000000000001,1.9000000000000001
2015,1,4,9,0,15,65,771,327,0,1,65,771,0,327,41.84,70.16,0.14300000000000002,1010,1.049,92.7,1.8
2015,1,4,9,30,16,71,822,403,0,1,71,822,0,403,39.22,66.16,0.14300000000000002,1010,1.051,92.7,1.5
2015,1,4,10,0,17,71,872,471,0,0,71,872,0,471,35.910000000000004,62.72,0.14300000000000002,1010,1.054,128.70000000000002,1.3
2015,1,4,10,30,17,74,896,523,0,0,74,896,0,523,35.89,59.92,0.14300000000000002,1010,1.058,128.70000000000002,1.2000000000000002
2015,1,4,11,0,18,78,906,560,0,1,78,906,0,560,34.27,57.88,0.14300000000000002,1010,1.062,172,1.1
2015,1,4,11,30,18,80,914,582,0,1,80,914,0,582,34.25,56.67,0.14300000000000002,1010,1.069,172,1.2000000000000002
2015,1,4,12,0,19,81,912,587,0,1,81,912,0,587,34.07,56.34,0.14300000000000002,1010,1.077,220.9,1.3
2015,1,4,12,30,19,81,908,576,1,1,81,908,0,576,34.06,56.92,0.14300000000000002,1010,1.085,220.9,1.4000000000000001
2015,1,4,13,0,19,81,891,549,8,2,175,523,0,450,35.56,58.36,0.14300000000000002,1010,1.094,249.4,1.6
2015,1,4,13,30,19,79,873,507,8,2,186,409,0,387,35.550000000000004,60.63,0.14300000000000002,1010,1.097,249.4,1.7000000000000002
2015,1,4,14,0,19,74,848,451,8,3,153,459,0,357,38,63.61,0.14300000000000002,1010,1.101,267.1,1.9000000000000001
2015,1,4,14,30,18,69,809,383,8,3,121,491,0,311,40.47,67.22,0.14300000000000002,1010,1.096,267.1,1.8
2015,1,4,15,0,18,62,757,304,4,5,119,298,0,215,48.25,71.36,0.14300000000000002,1010,1.092,285.2,1.8
2015,1,4,15,30,17,53,675,217,4,5,90,242,0,148,51.410000000000004,75.94,0.14300000000000002,1010,1.078,285.2,1.6
2015,1,4,16,0,16,40,550,128,0,6,40,550,0,128,54.980000000000004,80.88,0.14300000000000002,1010,1.064,289.8,1.5
2015,1,4,16,30,15,22,331,45,0,6,22,331,1,45,58.63,86.12,0.14300000000000002,1010,1.05,289.8,1.2000000000000002
2015,1,4,17,0,14,0,0,0,0,5,0,0,0,0,61.54,91.61,0.14300000000000002,1010,1.037,300.2,0.9
2015,1,4,17,30,13,0,0,0,0,5,0,0,0,0,65.7,97.29,0.14300000000000002,1010,1.035,300.2,0.7000000000000001
2015,1,4,18,0,13,0,0,0,0,5,0,0,0,0,66.19,103.13,0.14300000000000002,1010,1.033,354.6,0.5
2015,1,4,18,30,12,0,0,0,0,5,0,0,0,0,70.71000000000001,109.10000000000001,0.14300000000000002,1010,1.048,354.6,0.6000000000000001
2015,1,4,19,0,12,0,0,0,1,5,0,0,0,0,69.13,115.18,0.14300000000000002,1010,1.063,38.1,0.7000000000000001
2015,1,4,19,30,12,0,0,0,0,5,0,0,0,0,69.14,121.33,0.14300000000000002,1010,1.085,38.1,0.9
2015,1,4,20,0,12,0,0,0,0,4,0,0,0,0,66.31,127.53,0.14300000000000002,1010,1.109,72.8,1.1
2015,1,4,20,30,12,0,0,0,0,4,0,0,0,0,66.31,133.77,0.14300000000000002,1010,1.127,72.8,1.2000000000000002
2015,1,4,21,0,12,0,0,0,0,4,0,0,0,0,64.6,140,0.14300000000000002,1010,1.1460000000000001,82.7,1.3
2015,1,4,21,30,12,0,0,0,0,4,0,0,0,0,64.58,146.20000000000002,0.14300000000000002,1010,1.151,82.7,1.2000000000000002
2015,1,4,22,0,12,0,0,0,0,4,0,0,0,0,65.36,152.29,0.14300000000000002,1010,1.157,77.7,1.2000000000000002
2015,1,4,22,30,11,0,0,0,0,4,0,0,0,0,69.83,158.15,0.14300000000000002,1010,1.153,77.7,1.2000000000000002
2015,1,4,23,0,11,0,0,0,0,4,0,0,0,0,67.76,163.49,0.14300000000000002,1010,1.149,75.10000000000001,1.3
2015,1,4,23,30,11,0,0,0,0,4,0,0,0,0,67.74,167.59,0.14300000000000002,1010,1.1420000000000001,75.10000000000001,1.5
2015,1,5,0,0,11,0,0,0,0,3,0,0,0,0,62.86,168.94,0.14300000000000002,1010,1.135,69.5,1.7000000000000002
2015,1,5,0,30,11,0,0,0,4,3,0,0,0,0,62.86,166.68,0.14300000000000002,1010,1.1300000000000001,69.5,1.9000000000000001
2015,1,5,1,0,11,0,0,0,0,2,0,0,0,0,59.18,162.13,0.14300000000000002,1010,1.1260000000000001,66.2,2.2
